start_date,end_date,firm_title,mode,sample_size,primary_lnc,primary_alp,primary_green,primary_onenation,primary_unitedaustralia,primary_other,primary_undecided,tpp_lnc,tpp_alp,tpp_undecided
2013-02-09,2013-02-10,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5525,0.4475,NA
2013-02-28,2013-03-03,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5425,0.4575,NA
2013-03-14,2013-03-17,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5425,0.4575,NA
2013-04-04,2013-04-07,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5625,0.4375,NA
2013-04-11,2013-04-14,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5575,0.4425,NA
2013-04-26,2013-04-28,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5725,0.4275,NA
2013-05-31,2013-06-02,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5525,0.4475,NA
2013-06-28,2013-06-30,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4875,0.5125,NA
2013-07-19,2013-07-21,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4775,0.5225,NA
2013-07-26,2013-07-28,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4875,0.5125,NA
2013-08-02,2013-08-04,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5025,0.4975,NA
2013-08-09,2013-08-11,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5075,0.4925,NA
2013-03-07,2013-03-10,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,0.435,NA
2013-03-21,2013-03-24,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,0.435,NA
2013-08-28,2013-08-29,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,0.465,NA
2013-02-16,2013-02-24,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-06-14,2013-06-16,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-05-02,2013-05-02,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0.425,NA
2013-01-05,2013-01-13,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,0.485,NA
2013-08-16,2013-08-18,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,0.485,NA
2013-08-23,2013-08-25,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-30,2013-09-01,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-07-12,2013-07-14,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2013-07-05,2013-07-07,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465,0.535,NA
2013-06-21,2013-06-23,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
1993-03-13,1993-03-13,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.514,NA
1996-03-02,1996-03-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,0.463,NA
2001-10-12,2001-10-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,0.445,NA
2004-10-09,2004-10-09,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,0.472,NA
2007-11-24,2007-11-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,0.527,NA
2010-08-17,2010-08-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,0.502,NA
2010-08-21,2010-08-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499,0.501,NA
1993-03-05,1993-03-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2003-11-14,2003-11-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-01-16,2004-01-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-02-20,2004-02-22,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-07-30,2004-08-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-09-03,2004-09-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-09-10,2004-09-12,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2004-10-06,2004-10-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2010-05-14,2010-05-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2010-07-30,2010-08-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2012-09-14,2012-09-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2012-10-26,2012-10-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
1998-09-04,1998-09-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.515,NA
1998-09-11,1998-09-13,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
1998-09-30,1998-10-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2004-02-06,2004-02-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2004-04-02,2004-04-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2004-04-16,2004-04-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2007-11-02,2007-11-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2010-02-12,2010-02-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2010-06-25,2010-06-27,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2001-10-05,2001-10-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,0.435,NA
1993-02-12,1993-02-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,0.465,NA
1996-02-28,1996-02-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,0.465,NA
2013-09-07,2013-09-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,0.465,NA
2007-02-02,2007-02-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2007-06-15,2007-06-17,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2007-07-06,2007-07-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2007-08-03,2007-08-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2007-09-28,2007-09-30,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2007-10-12,2007-10-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2009-11-13,2009-11-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2009-12-04,2009-12-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2010-03-26,2010-03-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
1993-02-26,1993-02-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
1993-03-10,1993-03-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
2004-10-01,2004-10-03,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
2007-04-13,2007-04-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.59,NA
2007-05-11,2007-05-13,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.59,NA
2007-08-31,2007-09-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.59,NA
2009-10-16,2009-10-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.59,NA
1996-01-19,1996-01-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
1996-02-02,1996-02-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
1996-02-09,1996-02-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
1996-02-23,1996-02-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2001-10-26,2001-10-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2003-10-31,2003-11-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2012-10-05,2012-10-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2012-12-07,2012-12-09,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2001-11-02,2001-11-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2001-11-10,2001-11-10,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2003-12-05,2003-12-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2003-12-12,2003-12-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2010-04-30,2010-05-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2012-11-09,2012-11-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2012-11-23,2012-11-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
1998-09-25,1998-09-27,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
1998-10-03,1998-10-03,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2003-10-17,2003-10-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2004-07-02,2004-07-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2004-07-16,2004-07-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2006-11-24,2006-11-26,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2010-05-28,2010-05-30,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2004-09-17,2004-09-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.525,NA
2004-05-14,2004-05-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2004-08-13,2004-08-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2007-02-16,2007-02-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2007-10-26,2007-10-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2007-11-16,2007-11-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2010-01-15,2010-01-17,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2010-04-16,2010-04-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2007-03-02,2007-03-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57,NA
2007-03-30,2007-04-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57,NA
2007-04-27,2007-04-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57,NA
2007-05-18,2007-05-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57,NA
2009-11-27,2009-11-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57,NA
2007-05-25,2007-05-27,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,NA
2001-10-19,2001-10-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
1998-09-18,1998-09-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2004-04-30,2004-05-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2004-06-18,2004-06-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2004-08-27,2004-08-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2004-09-24,2004-09-26,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2007-11-20,2007-11-22,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2009-10-30,2009-11-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-01-29,2010-01-31,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-02-26,2010-02-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-03-12,2010-03-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-06-18,2010-06-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-07-23,2010-07-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-08-06,2010-08-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2010-08-13,2010-08-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2004-03-05,2004-03-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2004-03-19,2004-03-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2006-12-08,2006-12-10,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-01-19,2007-01-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-05-21,2007-05-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-07-20,2007-07-22,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-08-17,2007-08-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-09-14,2007-09-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2007-11-09,2007-11-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2009-08-21,2009-08-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2009-09-04,2009-09-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2009-09-18,2009-09-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
2010-07-16,2010-07-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.55,NA
1993-02-19,1993-02-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.475,NA
1996-02-16,1996-02-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.475,NA
2007-10-19,2007-10-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58,NA
2009-09-28,2009-10-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58,NA
2009-10-09,2009-10-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58,NA
2007-03-16,2007-03-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.61,NA
2001-11-07,2001-11-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2003-11-28,2003-11-30,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2004-05-28,2004-05-30,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-03-22,2013-03-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.42,NA
2013-05-24,2013-05-26,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545,0.455,NA
2013-05-31,2013-06-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.42,NA
2013-07-05,2013-07-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-07-11,2013-07-13,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-07-23,2013-07-25,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-08-16,2013-08-18,AMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-08-14,2013-08-18,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-08-21,2013-08-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2013-01-19,2013-01-27,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
2013-04-11,2013-04-13,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.43,NA
2013-06-13,2013-06-15,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.43,NA
2013-06-21,2013-06-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.43,NA
2013-08-12,2013-08-13,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.43,NA
2013-01-09,2013-01-13,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-01-16,2013-01-20,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-01-23,2013-01-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-02-01,2013-02-03,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-02-01,2013-02-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-02-14,2013-02-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-03-14,2013-03-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-03-21,2013-03-24,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-04-09,2013-04-11,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-04-18,2013-04-22,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-05-15,2013-05-16,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-05-16,2013-05-18,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-06-06,2013-06-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-06-13,2013-06-16,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-08-16,2013-08-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-08-30,2013-09-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-09-04,2013-09-05,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-09-03,2013-09-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2013-01-11,2013-01-13,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-06-27,2013-06-28,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-06-28,2013-06-30,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-07-18,2013-07-18,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-07-18,2013-07-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-07-25,2013-07-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-08-01,2013-08-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-08-07,2013-08-09,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-08-09,2013-08-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2013-07-05,2013-07-08,AMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2013-03-29,2013-04-01,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0.425,NA
2013-02-02,2013-02-03,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,0.485,NA
2013-02-07,2013-02-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-02-22,2013-02-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-03-05,2013-03-07,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-03-07,2013-03-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-03-22,2013-03-23,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-04-05,2013-04-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-04-11,2013-04-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-04-19,2013-04-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-04-18,2013-04-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-04-25,2013-04-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-05-09,2013-05-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-05-17,2013-05-19,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-05-16,2013-05-19,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-05-23,2013-05-26,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-05-30,2013-06-02,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-06-11,2013-06-13,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-06-20,2013-06-23,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2013-03-08,2013-03-10,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-06-27,2013-06-27,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-07-04,2013-07-07,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-07-11,2013-07-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-07-19,2013-07-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-02,2013-08-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-04,2013-08-04,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-06,2013-08-08,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-09,2013-08-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-14,2013-08-15,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-08-29,2013-09-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-09-03,2013-09-03,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-09-01,2013-09-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2013-02-01,2013-02-03,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-02-14,2013-02-16,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-02-21,2013-02-24,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-02-28,2013-03-03,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-03-14,2013-03-16,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-03-22,2013-03-25,AMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-03-28,2013-04-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-04-04,2013-04-07,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-05-02,2013-05-05,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-05-03,2013-05-05,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-05-03,2013-05-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-05-10,2013-05-12,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-05-17,2013-05-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-06-07,2013-06-10,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2013-06-27,2013-06-30,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-08-10,2013-08-10,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-08-18,2013-08-22,Nielsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-08-23,2013-08-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-08-26,2013-08-26,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
