start_date,end_date,firm_title,mode,sample_size,primary_lnc,primary_alp,primary_green,primary_onenation,primary_unitedaustralia,primary_other,primary_undecided,tpp_lnc,tpp_alp,tpp_undecided
2013-08-28,2013-08-29,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-09-04,2013-09-04,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-09-02,2013-09-04,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2013-09-05,2013-09-05,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2016-02-18,2016-02-21,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-02-24,2016-02-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-03-02,2016-03-06,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-03-03,2016-03-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-03-16,2016-03-20,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-04-06,2016-04-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-04-14,2016-04-14,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-04-14,2016-04-16,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-04-09,2016-04-17,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-04-13,2016-04-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-05-05,2016-05-05,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-05-04,2016-05-06,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-05-06,2016-05-08,Lonergan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-05-19,2016-05-19,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-02,2016-06-02,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-02,2016-06-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-02,2016-06-05,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-09,2016-06-09,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-16,2016-06-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-20,2016-06-22,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-26,2016-06-29,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-06-27,2016-06-30,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
2016-06-28,2016-07-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.495,NA
2016-02-11,2016-02-11,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46,NA
2016-01-15,2016-01-18,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-03-17,2016-03-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-05-05,2016-05-07,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-05-17,2016-05-19,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-05-26,2016-05-29,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-06-16,2016-06-16,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-06-23,2016-06-23,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-06-23,2016-06-26,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-06-28,2016-06-29,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-06-30,2016-06-30,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-03-31,2016-04-03,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-04-14,2016-04-17,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-04-23,2016-05-01,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-05,2016-05-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-05,2016-05-08,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-12,2016-05-15,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-19,2016-05-22,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-19,2016-05-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-21,2016-05-29,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-31,2016-06-02,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-06-09,2016-06-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-06-14,2016-06-16,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-06-16,2016-06-19,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-06-23,2016-06-26,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-05-14,2016-05-15,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.525,NA
2016-01-21,2016-01-21,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2016-01-16,2016-01-24,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45,NA
2016-02-03,2016-02-07,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2016-02-11,2016-02-13,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2016-02-17,2016-02-21,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2016-03-21,2016-03-21,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2016-03-12,2016-03-20,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.505,NA
2016-04-20,2016-04-24,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-04-27,2016-05-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-05-26,2016-05-26,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-01-30,2016-02-07,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.475,NA
2016-02-13,2016-02-21,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.475,NA
2016-03-26,2016-04-03,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.475,NA
2016-01-02,2016-01-10,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.44,NA
2016-01-28,2016-01-31,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2016-02-27,2016-03-06,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2016-03-10,2016-03-12,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47,NA
2016-06-30,2016-07-03,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-08-25,2016-08-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2016-09-08,2016-09-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2017-07-20,2017-07-24,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2017-08-31,2017-09-04,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2017-09-14,2017-09-18,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2017-12-07,2017-12-10,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA
2019-05-10,2019-05-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.515,NA
2019-05-15,2019-05-16,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,0.515,NA
2016-10-14,2016-10-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2016-11-03,2016-11-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2016-11-11,2016-11-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2016-11-17,2016-11-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2016-12-09,2016-12-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-01-13,2017-01-16,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-03-03,2017-03-06,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-03-10,2017-03-13,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-03-30,2017-04-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-04-01,2017-04-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-04-06,2017-04-09,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-04-26,2017-04-30,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-05-11,2017-05-11,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-05-10,2017-05-11,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-05-12,2017-05-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-05-26,2017-05-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-06-15,2017-06-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-07-06,2017-07-09,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-07-20,2017-07-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-07-25,2017-07-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-08-03,2017-08-06,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-08-22,2017-08-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-08-29,2017-08-29,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-08-28,2017-09-02,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-09-05,2017-09-05,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-09-06,2017-09-09,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-09-26,2017-09-26,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-10-01,2017-10-01,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-11-23,2017-11-27,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-11-29,2017-11-29,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-11-30,2017-12-03,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-12-14,2017-12-17,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2017-12-19,2017-12-19,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-01-11,2018-01-15,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-02-15,2018-02-18,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-02-22,2018-02-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-03-01,2018-03-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-03-22,2018-03-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-04-05,2018-04-08,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-04-19,2018-04-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-05-03,2018-05-06,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-06-21,2018-06-24,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-09-12,2018-09-15,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-09-20,2018-09-23,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-10-05,2018-10-07,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-10-18,2018-10-21,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-12-13,2018-12-16,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-01-09,2019-01-13,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-01-24,2019-01-27,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-02-07,2019-02-10,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-02-21,2019-02-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-03-06,2019-03-11,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-03-25,2019-03-28,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2019-04-03,2019-04-06,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.53,NA
2018-09-06,2018-09-09,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.56,NA
2017-08-17,2017-08-21,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49,NA
2016-07-06,2016-07-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-07-13,2016-07-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-08-19,2016-08-22,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-08-26,2016-08-29,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-11-24,2016-11-26,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2016-11-25,2016-11-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2017-06-22,2017-06-27,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2017-07-19,2017-07-19,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-03-24,2018-04-01,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-04-19,2018-04-22,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-05-10,2018-05-13,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-05-17,2018-05-20,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-06-28,2018-07-01,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-07-12,2018-07-15,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-07-12,2018-07-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-07-26,2018-07-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2018-08-09,2018-08-12,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-02-12,2019-02-15,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-04-20,2019-04-21,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-04-27,2019-04-28,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-04-26,2019-04-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-04-25,2019-04-29,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-05-04,2019-05-05,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-05-02,2019-05-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-05-09,2019-05-11,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-05-13,2019-05-15,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-05-12,2019-05-15,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51,NA
2019-04-06,2019-04-07,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.525,NA
2017-01-12,2017-01-12,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-01-20,2017-01-23,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-02-02,2017-02-05,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-03-24,2017-03-27,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-04-13,2017-04-16,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-05-23,2017-05-23,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-07-18,2017-07-18,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-08-08,2017-08-08,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-08-15,2017-08-15,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-08-17,2017-08-20,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-09-12,2017-09-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-09-21,2017-09-24,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-10-04,2017-10-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-10-12,2017-10-15,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-10-26,2017-10-29,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-10-30,2017-10-30,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-11-14,2017-11-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-11-21,2017-11-21,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-11-28,2017-11-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-12-12,2017-12-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-01-26,2018-01-28,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-02-08,2018-02-11,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-02-24,2018-02-24,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-03-08,2018-03-11,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-03-03,2018-03-11,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-03-28,2018-03-28,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-05-31,2018-06-03,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-08-25,2018-08-26,Roy Morgan,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-09-06,2018-09-09,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-09-20,2018-09-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-10-25,2018-10-28,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-11-01,2018-11-04,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-11-29,2018-12-02,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2018-12-12,2018-12-15,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2019-03-07,2019-03-10,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54,NA
2017-07-06,2017-07-11,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48,NA
2016-07-20,2016-07-24,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-07-27,2016-08-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-08-05,2016-08-08,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-08-12,2016-08-15,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-09-09,2016-09-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-09-22,2016-09-25,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-10-06,2016-10-09,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-10-07,2016-10-10,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-10-20,2016-10-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2016-12-01,2016-12-04,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-02-09,2017-02-12,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-02-16,2017-02-19,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-03-16,2017-03-19,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-04-20,2017-04-23,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-06-14,2017-06-14,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-06-29,2017-06-29,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-08-01,2017-08-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-08-23,2017-08-23,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-09-19,2017-09-19,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-10-24,2017-10-24,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2017-11-14,2017-11-14,YouGov,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-01-25,2018-01-25,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-03-22,2018-03-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-04-03,2018-04-05,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-04-05,2018-04-08,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-04-30,2018-04-30,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-05-10,2018-05-13,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-05-24,2018-05-27,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-06-02,2018-06-02,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-06-14,2018-06-17,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-06-14,2018-06-17,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-06-28,2018-07-01,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-08-02,2018-08-02,ReachTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-11-15,2018-11-17,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2018-11-15,2018-11-18,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-01-23,2019-01-31,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-02-20,2019-02-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-03-20,2019-03-25,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-04-04,2019-04-07,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-04-04,2019-04-08,Essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-04-11,2019-04-14,Newspoll,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-04-23,2019-04-25,Galaxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
2019-05-01,2019-05-04,Ipsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.52,NA
